policy,charter,legacy,seed,completed,terminal,food_min,parts_min,critical_months,months,occupied_slot_months,blocked_jobs,queue_transitions,recoveries,recovery_months,max_recovery_months
NoProjects,the_deep_camp,wanderers,10,false,Some(HullLoss),1500,168,685,5508,0,0,0,0,0,0
NoProjects,the_deep_camp,wanderers,11,true,None,1500,232,0,5760,0,0,0,0,0,0
NoProjects,the_deep_camp,wanderers,12,true,None,1500,0,143,5760,0,0,0,1,142,142
NoProjects,the_deep_camp,wanderers,13,true,None,1500,14,469,5760,0,0,0,3,466,245
NoProjects,the_deep_camp,wanderers,14,true,None,778,0,844,5760,0,0,0,1,260,260
NoProjects,the_deep_camp,wanderers,15,true,None,1445,94,717,5760,0,0,0,2,715,599
Reactive,coronal_tap,adaptors,0,true,None,1500,24,0,3840,3225,1,48,0,0,0
Reactive,coronal_tap,adaptors,1,true,None,1500,257,0,3840,2524,0,36,0,0,0
Reactive,coronal_tap,adaptors,2,true,None,1328,90,0,3840,3237,0,56,0,0,0
Reactive,coronal_tap,adaptors,3,true,None,1500,35,0,3840,3287,1,55,0,0,0
Reactive,coronal_tap,adaptors,4,true,None,1500,68,0,3840,2760,3,49,0,0,0
Reactive,coronal_tap,adaptors,5,true,None,1500,18,0,3840,4173,2,66,0,0,0
Reactive,coronal_tap,adaptors,6,true,None,1500,7,0,3840,2738,1,47,0,0,0
Reactive,coronal_tap,adaptors,7,true,None,1221,23,0,3840,2543,1,40,0,0,0
Reactive,coronal_tap,adaptors,8,true,None,1500,0,0,3840,3922,5,63,0,0,0
Reactive,coronal_tap,adaptors,9,true,None,1500,72,0,3840,3530,3,52,0,0,0
Reactive,coronal_tap,adaptors,10,true,None,1500,0,0,3840,3502,2,60,0,0,0
Reactive,coronal_tap,adaptors,11,true,None,1500,37,0,3840,2666,1,43,0,0,0
Reactive,coronal_tap,adaptors,12,true,None,1500,140,0,3840,2712,0,47,0,0,0
Reactive,coronal_tap,adaptors,13,true,None,1500,15,0,3840,3903,3,54,0,0,0
Reactive,coronal_tap,adaptors,14,true,None,1500,15,0,3840,3217,2,54,0,0,0
Reactive,coronal_tap,adaptors,15,true,None,1500,0,0,3840,3111,3,53,0,0,0
Reactive,coronal_tap,preservers,0,true,None,1500,9,0,3840,3308,3,50,0,0,0
Reactive,coronal_tap,preservers,1,true,None,1500,79,0,3840,2594,1,44,0,0,0
Reactive,coronal_tap,preservers,2,true,None,1428,34,0,3840,2999,1,52,0,0,0
Reactive,coronal_tap,preservers,3,true,None,1500,103,0,3840,2406,1,40,0,0,0
Reactive,coronal_tap,preservers,4,true,None,1500,0,0,3840,2665,3,45,0,0,0
Reactive,coronal_tap,preservers,5,true,None,1500,112,0,3840,2291,2,39,0,0,0
Reactive,coronal_tap,preservers,6,true,None,1500,152,0,3840,2571,1,41,0,0,0
Reactive,coronal_tap,preservers,7,true,None,1221,52,0,3840,2580,1,47,0,0,0
Reactive,coronal_tap,preservers,8,true,None,1500,71,0,3840,2722,2,43,0,0,0
Reactive,coronal_tap,preservers,9,true,None,1500,100,0,3840,2453,1,41,0,0,0
Reactive,coronal_tap,preservers,10,true,None,1500,48,0,3840,3475,2,54,0,0,0
Reactive,coronal_tap,preservers,11,true,None,1500,85,0,3840,3673,2,56,0,0,0
Reactive,coronal_tap,preservers,12,true,None,1500,0,0,3840,3936,2,54,0,0,0
Reactive,coronal_tap,preservers,13,true,None,1500,8,0,3840,3417,3,63,0,0,0
Reactive,coronal_tap,preservers,14,true,None,1500,92,0,3840,3242,1,48,0,0,0
Reactive,coronal_tap,preservers,15,true,None,1500,2,0,3840,3102,1,55,0,0,0
Reactive,coronal_tap,wanderers,0,true,None,1500,66,0,3840,3936,2,60,0,0,0
Reactive,coronal_tap,wanderers,1,true,None,1500,26,0,3840,3836,3,56,0,0,0
Reactive,coronal_tap,wanderers,2,true,None,1500,92,0,3840,2845,1,45,0,0,0
Reactive,coronal_tap,wanderers,3,true,None,1500,0,0,3840,3220,3,55,0,0,0
Reactive,coronal_tap,wanderers,4,true,None,1111,107,0,3840,3988,1,57,0,0,0
Reactive,coronal_tap,wanderers,5,true,None,1500,107,0,3840,2573,0,44,0,0,0
Reactive,coronal_tap,wanderers,6,true,None,1500,51,0,3840,2691,1,46,0,0,0
Reactive,coronal_tap,wanderers,7,true,None,1500,84,0,3840,2548,0,45,0,0,0
Reactive,coronal_tap,wanderers,8,true,None,1500,18,0,3840,2554,2,43,0,0,0
Reactive,coronal_tap,wanderers,9,true,None,1500,13,0,3840,3668,0,59,0,0,0
Reactive,coronal_tap,wanderers,10,true,None,1500,32,0,3840,3579,2,55,0,0,0
Reactive,coronal_tap,wanderers,11,true,None,1500,48,0,3840,2592,1,41,0,0,0
Reactive,coronal_tap,wanderers,12,true,None,1500,62,0,3840,3459,1,59,0,0,0
Reactive,coronal_tap,wanderers,13,true,None,1500,57,0,3840,3173,1,50,0,0,0
Reactive,coronal_tap,wanderers,14,true,None,1500,0,0,3840,3477,3,58,0,0,0
Reactive,coronal_tap,wanderers,15,true,None,1500,19,0,3840,3332,0,54,0,0,0
Reactive,deep_vein_survey,adaptors,0,true,None,1500,42,0,4080,2522,3,43,0,0,0
Reactive,deep_vein_survey,adaptors,1,true,None,1500,227,0,4080,2405,2,45,0,0,0
Reactive,deep_vein_survey,adaptors,2,true,None,1500,113,0,4080,2346,2,38,0,0,0
Reactive,deep_vein_survey,adaptors,3,true,None,1500,135,0,4080,2357,2,38,0,0,0
Reactive,deep_vein_survey,adaptors,4,true,None,496,0,0,4080,4177,3,66,0,0,0
Reactive,deep_vein_survey,adaptors,5,true,None,1500,251,0,4080,3374,1,50,0,0,0
Reactive,deep_vein_survey,adaptors,6,true,None,1500,204,0,4080,3407,1,48,0,0,0
Reactive,deep_vein_survey,adaptors,7,true,None,1221,162,0,4080,2425,1,42,0,0,0
Reactive,deep_vein_survey,adaptors,8,true,None,1500,144,0,4080,2118,1,36,0,0,0
Reactive,deep_vein_survey,adaptors,9,true,None,1444,166,0,4080,2523,2,43,0,0,0
Reactive,deep_vein_survey,adaptors,10,true,None,1500,74,0,4080,3966,4,57,0,0,0
Reactive,deep_vein_survey,adaptors,11,true,None,1500,105,0,4080,2117,1,33,0,0,0
Reactive,deep_vein_survey,adaptors,12,true,None,1500,150,0,4080,2363,2,41,0,0,0
Reactive,deep_vein_survey,adaptors,13,true,None,1480,59,0,4080,3765,2,52,0,0,0
Reactive,deep_vein_survey,adaptors,14,true,None,1500,244,0,4080,3287,3,56,0,0,0
Reactive,deep_vein_survey,adaptors,15,true,None,1500,77,0,4080,3754,3,57,0,0,0
Reactive,deep_vein_survey,preservers,0,true,None,1500,6,0,4080,3250,4,53,0,0,0
Reactive,deep_vein_survey,preservers,1,true,None,1500,225,0,4080,2709,1,47,0,0,0
Reactive,deep_vein_survey,preservers,2,true,None,1500,143,0,4080,2225,2,34,0,0,0
Reactive,deep_vein_survey,preservers,3,true,None,1500,284,0,4080,3206,0,48,0,0,0
Reactive,deep_vein_survey,preservers,4,true,None,1500,51,0,4080,4244,2,69,0,0,0
Reactive,deep_vein_survey,preservers,5,true,None,1500,87,0,4080,3169,1,44,0,0,0
Reactive,deep_vein_survey,preservers,6,true,None,1500,171,0,4080,3684,1,53,0,0,0
Reactive,deep_vein_survey,preservers,7,true,None,1221,177,0,4080,2426,1,39,0,0,0
Reactive,deep_vein_survey,preservers,8,true,None,1236,130,0,4080,2107,0,35,0,0,0
Reactive,deep_vein_survey,preservers,9,true,None,1444,2,0,4080,3234,3,52,0,0,0
Reactive,deep_vein_survey,preservers,10,true,None,1500,264,0,4080,3490,2,49,0,0,0
Reactive,deep_vein_survey,preservers,11,true,None,1500,146,0,4080,3214,1,48,0,0,0
Reactive,deep_vein_survey,preservers,12,true,None,1500,0,0,4080,4008,5,69,0,0,0
Reactive,deep_vein_survey,preservers,13,true,None,1480,95,0,4080,4258,2,60,0,0,0
Reactive,deep_vein_survey,preservers,14,true,None,1500,7,0,4080,3333,3,57,0,0,0
Reactive,deep_vein_survey,preservers,15,true,None,1500,7,0,4080,3380,1,54,0,0,0
Reactive,deep_vein_survey,wanderers,0,true,None,1500,115,0,4080,3887,1,58,0,0,0
Reactive,deep_vein_survey,wanderers,1,true,None,1500,83,0,4080,3931,2,58,0,0,0
Reactive,deep_vein_survey,wanderers,2,true,None,1500,108,0,4080,2499,2,46,0,0,0
Reactive,deep_vein_survey,wanderers,3,true,None,1500,169,0,4080,2295,0,40,0,0,0
Reactive,deep_vein_survey,wanderers,4,true,None,1500,91,0,4080,2471,1,38,0,0,0
Reactive,deep_vein_survey,wanderers,5,true,None,1500,168,0,4080,3538,3,57,0,0,0
Reactive,deep_vein_survey,wanderers,6,true,None,1500,167,0,4080,3840,2,59,0,0,0
Reactive,deep_vein_survey,wanderers,7,true,None,1500,32,0,4080,3402,2,56,0,0,0
Reactive,deep_vein_survey,wanderers,8,true,None,1500,179,0,4080,2418,3,41,0,0,0
Reactive,deep_vein_survey,wanderers,9,true,None,1500,146,0,4080,2548,1,36,0,0,0
Reactive,deep_vein_survey,wanderers,10,true,None,1500,81,0,4080,3591,2,65,0,0,0
Reactive,deep_vein_survey,wanderers,11,true,None,1500,98,0,4080,3978,1,54,0,0,0
Reactive,deep_vein_survey,wanderers,12,true,None,1500,29,0,4080,4266,3,66,0,0,0
Reactive,deep_vein_survey,wanderers,13,true,None,1480,132,0,4080,3698,1,54,0,0,0
Reactive,deep_vein_survey,wanderers,14,true,None,1500,153,0,4080,3862,3,61,0,0,0
Reactive,deep_vein_survey,wanderers,15,true,None,1500,8,0,4080,3949,4,62,0,0,0
Reactive,hollow_fleet,adaptors,0,true,None,1500,80,0,3720,3558,2,52,0,0,0
Reactive,hollow_fleet,adaptors,1,true,None,1500,214,0,3720,1954,2,27,0,0,0
Reactive,hollow_fleet,adaptors,2,true,None,1495,137,0,3720,3146,0,41,0,0,0
Reactive,hollow_fleet,adaptors,3,true,None,1500,174,0,3720,3493,1,53,0,0,0
Reactive,hollow_fleet,adaptors,4,true,None,1500,108,0,3720,2835,1,41,0,0,0
Reactive,hollow_fleet,adaptors,5,true,None,1500,119,0,3720,2525,3,41,0,0,0
Reactive,hollow_fleet,adaptors,6,true,None,1500,207,0,3720,1879,0,27,0,0,0
Reactive,hollow_fleet,adaptors,7,true,None,1500,158,0,3720,2403,2,40,0,0,0
Reactive,hollow_fleet,adaptors,8,true,None,1500,64,0,3720,2525,2,43,0,0,0
Reactive,hollow_fleet,adaptors,9,true,None,1336,137,0,3720,3315,0,49,0,0,0
Reactive,hollow_fleet,adaptors,10,true,None,1500,97,0,3720,2383,1,37,0,0,0
Reactive,hollow_fleet,adaptors,11,true,None,1500,87,0,3720,3123,2,45,0,0,0
Reactive,hollow_fleet,adaptors,12,true,None,1500,175,0,3720,1938,1,30,0,0,0
Reactive,hollow_fleet,adaptors,13,true,None,1500,150,0,3720,1865,0,28,0,0,0
Reactive,hollow_fleet,adaptors,14,true,None,1500,198,0,3720,3114,2,48,0,0,0
Reactive,hollow_fleet,adaptors,15,true,None,1500,82,0,3720,3192,0,47,0,0,0
Reactive,hollow_fleet,preservers,0,true,None,1500,116,0,3720,2252,3,36,0,0,0
Reactive,hollow_fleet,preservers,1,true,None,1500,151,0,3720,2120,3,36,0,0,0
Reactive,hollow_fleet,preservers,2,true,None,1500,27,0,3720,3840,2,51,0,0,0
Reactive,hollow_fleet,preservers,3,true,None,1500,91,0,3720,2198,2,35,0,0,0
Reactive,hollow_fleet,preservers,4,true,None,1500,87,0,3720,2070,1,35,0,0,0
Reactive,hollow_fleet,preservers,5,true,None,1500,155,0,3720,2235,0,37,0,0,0
Reactive,hollow_fleet,preservers,6,true,None,1500,111,0,3720,2201,1,35,0,0,0
Reactive,hollow_fleet,preservers,7,true,None,1500,131,0,3720,2203,2,33,0,0,0
Reactive,hollow_fleet,preservers,8,true,None,1500,147,0,3720,2546,1,42,0,0,0
Reactive,hollow_fleet,preservers,9,true,None,1336,252,0,3720,2595,1,35,0,0,0
Reactive,hollow_fleet,preservers,10,true,None,1500,129,0,3720,2895,1,46,0,0,0
Reactive,hollow_fleet,preservers,11,true,None,1500,65,0,3720,3309,0,47,0,0,0
Reactive,hollow_fleet,preservers,12,true,None,1500,165,0,3720,2010,3,32,0,0,0
Reactive,hollow_fleet,preservers,13,true,None,1500,93,0,3720,2282,0,36,0,0,0
Reactive,hollow_fleet,preservers,14,true,None,1500,99,0,3720,3318,4,47,0,0,0
Reactive,hollow_fleet,preservers,15,true,None,1500,98,0,3720,3314,1,47,0,0,0
Reactive,hollow_fleet,wanderers,0,true,None,1500,79,0,3720,3146,0,43,0,0,0
Reactive,hollow_fleet,wanderers,1,true,None,1500,203,0,3720,1833,0,23,0,0,0
Reactive,hollow_fleet,wanderers,2,true,None,1500,232,0,3720,3144,1,46,0,0,0
Reactive,hollow_fleet,wanderers,3,true,None,1500,9,0,3720,2685,2,44,0,0,0
Reactive,hollow_fleet,wanderers,4,true,None,1500,96,0,3720,2201,1,32,0,0,0
Reactive,hollow_fleet,wanderers,5,true,None,1500,141,0,3720,2156,2,32,0,0,0
Reactive,hollow_fleet,wanderers,6,true,None,1500,141,0,3720,2188,0,35,0,0,0
Reactive,hollow_fleet,wanderers,7,true,None,1500,277,0,3720,2694,2,35,0,0,0
Reactive,hollow_fleet,wanderers,8,true,None,1500,108,0,3720,2620,3,44,0,0,0
Reactive,hollow_fleet,wanderers,9,true,None,1500,172,0,3720,2165,1,35,0,0,0
Reactive,hollow_fleet,wanderers,10,true,None,1500,184,0,3720,2309,0,37,0,0,0
Reactive,hollow_fleet,wanderers,11,true,None,1500,59,0,3720,3193,1,52,0,0,0
Reactive,hollow_fleet,wanderers,12,true,None,1500,135,0,3720,1988,2,30,0,0,0
Reactive,hollow_fleet,wanderers,13,true,None,1500,204,0,3720,2095,0,30,0,0,0
Reactive,hollow_fleet,wanderers,14,true,None,1500,119,0,3720,3147,1,48,0,0,0
Reactive,hollow_fleet,wanderers,15,true,None,1500,118,0,3720,3432,0,43,0,0,0
Reactive,lumen_relay_proving_run,adaptors,0,true,None,1500,266,0,1800,928,0,12,0,0,0
Reactive,lumen_relay_proving_run,adaptors,1,true,None,1500,291,0,1800,666,0,9,0,0,0
Reactive,lumen_relay_proving_run,adaptors,2,true,None,1500,259,0,1800,1062,1,16,0,0,0
Reactive,lumen_relay_proving_run,adaptors,3,true,None,1500,229,0,1800,928,0,12,0,0,0
Reactive,lumen_relay_proving_run,adaptors,4,true,None,1500,300,0,1800,713,0,11,0,0,0
Reactive,lumen_relay_proving_run,adaptors,5,true,None,1500,250,0,1800,1049,0,11,0,0,0
Reactive,lumen_relay_proving_run,adaptors,6,true,None,1500,300,0,1800,1048,0,11,0,0,0
Reactive,lumen_relay_proving_run,adaptors,7,true,None,1221,283,0,1800,928,0,12,0,0,0
Reactive,lumen_relay_proving_run,adaptors,8,true,None,1500,261,0,1800,976,0,14,0,0,0
Reactive,lumen_relay_proving_run,adaptors,9,true,None,1500,300,0,1800,737,0,11,0,0,0
Reactive,lumen_relay_proving_run,adaptors,10,true,None,1500,263,0,1800,1120,0,13,0,0,0
Reactive,lumen_relay_proving_run,adaptors,11,true,None,1500,300,0,1800,1026,1,15,0,0,0
Reactive,lumen_relay_proving_run,adaptors,12,true,None,1500,300,0,1800,666,0,9,0,0,0
Reactive,lumen_relay_proving_run,adaptors,13,true,None,1500,259,0,1800,1070,0,14,0,0,0
Reactive,lumen_relay_proving_run,adaptors,14,true,None,1500,278,0,1800,1049,0,11,0,0,0
Reactive,lumen_relay_proving_run,adaptors,15,true,None,1500,256,0,1800,810,0,12,0,0,0
Reactive,lumen_relay_proving_run,preservers,0,true,None,1500,275,0,1800,1024,0,13,0,0,0
Reactive,lumen_relay_proving_run,preservers,1,true,None,1500,232,0,1800,666,0,9,0,0,0
Reactive,lumen_relay_proving_run,preservers,2,true,None,1447,276,0,1800,1000,0,12,0,0,0
Reactive,lumen_relay_proving_run,preservers,3,true,None,106,248,0,1800,1168,0,15,0,0,0
Reactive,lumen_relay_proving_run,preservers,4,true,None,1500,291,0,1800,673,0,10,0,0,0
Reactive,lumen_relay_proving_run,preservers,5,true,None,1500,287,0,1800,1049,0,11,0,0,0
Reactive,lumen_relay_proving_run,preservers,6,true,None,1500,295,0,1800,1048,0,11,0,0,0
Reactive,lumen_relay_proving_run,preservers,7,true,None,1221,300,0,1800,880,0,14,0,0,0
Reactive,lumen_relay_proving_run,preservers,8,true,None,1500,274,0,1800,1097,0,14,0,0,0
Reactive,lumen_relay_proving_run,preservers,9,true,None,1500,265,0,1800,1071,0,15,0,0,0
Reactive,lumen_relay_proving_run,preservers,10,true,None,1500,278,0,1800,832,0,11,0,0,0
Reactive,lumen_relay_proving_run,preservers,11,true,None,1500,256,0,1800,1071,0,15,0,0,0
Reactive,lumen_relay_proving_run,preservers,12,true,None,1500,295,0,1800,968,0,12,0,0,0
Reactive,lumen_relay_proving_run,preservers,13,true,None,1500,294,0,1800,953,0,11,0,0,0
Reactive,lumen_relay_proving_run,preservers,14,true,None,1500,294,0,1800,858,0,8,0,0,0
Reactive,lumen_relay_proving_run,preservers,15,true,None,1500,275,0,1800,761,0,9,0,0,0
Reactive,lumen_relay_proving_run,wanderers,0,true,None,1500,277,0,1800,1024,0,13,0,0,0
Reactive,lumen_relay_proving_run,wanderers,1,true,None,1500,267,0,1800,666,0,9,0,0,0
Reactive,lumen_relay_proving_run,wanderers,2,true,None,1253,266,0,1800,1000,0,12,0,0,0
Reactive,lumen_relay_proving_run,wanderers,3,true,None,1500,257,0,1800,1049,0,11,0,0,0
Reactive,lumen_relay_proving_run,wanderers,4,true,None,1500,294,0,1800,673,0,10,0,0,0
Reactive,lumen_relay_proving_run,wanderers,5,true,None,1500,293,0,1800,1049,0,11,0,0,0
Reactive,lumen_relay_proving_run,wanderers,6,true,None,1500,300,0,1800,1119,0,13,0,0,0
Reactive,lumen_relay_proving_run,wanderers,7,true,None,1500,300,0,1800,762,0,10,0,0,0
Reactive,lumen_relay_proving_run,wanderers,8,true,None,1500,278,0,1800,666,0,9,0,0,0
Reactive,lumen_relay_proving_run,wanderers,9,true,None,1500,300,0,1800,713,0,11,0,0,0
Reactive,lumen_relay_proving_run,wanderers,10,true,None,1500,262,0,1800,1142,0,17,0,0,0
Reactive,lumen_relay_proving_run,wanderers,11,true,None,1500,298,0,1800,928,0,12,0,0,0
Reactive,lumen_relay_proving_run,wanderers,12,true,None,1500,275,0,1800,1120,0,13,0,0,0
Reactive,lumen_relay_proving_run,wanderers,13,true,None,1500,291,0,1800,952,0,10,0,0,0
Reactive,lumen_relay_proving_run,wanderers,14,true,None,1500,283,0,1800,1049,0,11,0,0,0
Reactive,lumen_relay_proving_run,wanderers,15,true,None,1500,262,0,1800,1120,0,12,0,0,0
Reactive,tarssen_relief,adaptors,0,true,None,1500,274,0,3600,2421,3,38,0,0,0
Reactive,tarssen_relief,adaptors,1,true,None,1500,144,0,3600,3377,2,48,0,0,0
Reactive,tarssen_relief,adaptors,2,true,None,1328,141,0,3600,3468,1,45,0,0,0
Reactive,tarssen_relief,adaptors,3,true,None,1500,139,0,3600,2394,1,36,0,0,0
Reactive,tarssen_relief,adaptors,4,true,None,1500,61,0,3600,3653,2,48,0,0,0
Reactive,tarssen_relief,adaptors,5,true,None,1500,88,0,3600,2374,2,41,0,0,0
Reactive,tarssen_relief,adaptors,6,true,None,1500,266,0,3600,2334,2,35,0,0,0
Reactive,tarssen_relief,adaptors,7,true,None,1452,189,0,3600,2298,3,36,0,0,0
Reactive,tarssen_relief,adaptors,8,true,None,1500,207,0,3600,2311,2,33,0,0,0
Reactive,tarssen_relief,adaptors,9,true,None,1336,276,0,3600,2919,1,37,0,0,0
Reactive,tarssen_relief,adaptors,10,true,None,1500,78,0,3600,3291,1,49,0,0,0
Reactive,tarssen_relief,adaptors,11,true,None,1500,129,0,3600,2356,1,36,0,0,0
Reactive,tarssen_relief,adaptors,12,true,None,1500,106,0,3600,2416,1,33,0,0,0
Reactive,tarssen_relief,adaptors,13,true,None,1500,239,0,3600,2250,1,30,0,0,0
Reactive,tarssen_relief,adaptors,14,true,None,1500,282,0,3600,2259,1,34,0,0,0
Reactive,tarssen_relief,adaptors,15,true,None,1500,124,0,3600,2356,2,33,0,0,0
Reactive,tarssen_relief,preservers,0,true,None,1500,93,0,3600,2432,3,38,0,0,0
Reactive,tarssen_relief,preservers,1,true,None,1500,164,0,3600,2917,1,41,0,0,0
Reactive,tarssen_relief,preservers,2,true,None,1428,117,0,3600,3463,1,52,0,0,0
Reactive,tarssen_relief,preservers,3,true,None,1500,274,0,3600,1976,2,28,0,0,0
Reactive,tarssen_relief,preservers,4,true,None,1500,15,0,3600,3971,6,62,0,0,0
Reactive,tarssen_relief,preservers,5,true,None,1500,128,0,3600,2421,1,35,0,0,0
Reactive,tarssen_relief,preservers,6,true,None,1500,287,0,3600,2356,1,36,0,0,0
Reactive,tarssen_relief,preservers,7,true,None,1452,239,0,3600,2491,3,36,0,0,0
Reactive,tarssen_relief,preservers,8,true,None,1500,126,0,3600,2444,2,36,0,0,0
Reactive,tarssen_relief,preservers,9,true,None,1336,226,0,3600,3232,1,40,0,0,0
Reactive,tarssen_relief,preservers,10,true,None,1500,262,0,3600,2907,1,39,0,0,0
Reactive,tarssen_relief,preservers,11,true,None,1500,184,0,3600,2381,2,30,0,0,0
Reactive,tarssen_relief,preservers,12,true,None,1500,158,0,3600,2403,5,37,0,0,0
Reactive,tarssen_relief,preservers,13,true,None,1500,231,0,3600,2404,3,40,0,0,0
Reactive,tarssen_relief,preservers,14,true,None,1500,154,0,3600,2371,2,37,0,0,0
Reactive,tarssen_relief,preservers,15,true,None,1500,161,0,3600,2286,0,30,0,0,0
Reactive,tarssen_relief,wanderers,0,true,None,1500,145,0,3600,2399,3,36,0,0,0
Reactive,tarssen_relief,wanderers,1,true,None,1500,180,0,3600,3425,3,47,0,0,0
Reactive,tarssen_relief,wanderers,2,true,None,1500,111,0,3600,2451,1,38,0,0,0
Reactive,tarssen_relief,wanderers,3,true,None,1500,186,0,3600,2463,1,37,0,0,0
Reactive,tarssen_relief,wanderers,4,true,None,1500,97,0,3600,3387,2,44,0,0,0
Reactive,tarssen_relief,wanderers,5,true,None,1500,216,0,3600,2180,1,32,0,0,0
Reactive,tarssen_relief,wanderers,6,true,None,1500,206,0,3600,3073,1,38,0,0,0
Reactive,tarssen_relief,wanderers,7,true,None,1500,237,0,3600,2251,3,32,0,0,0
Reactive,tarssen_relief,wanderers,8,true,None,1500,188,0,3600,2321,1,35,0,0,0
Reactive,tarssen_relief,wanderers,9,true,None,1500,120,0,3600,2584,2,37,0,0,0
Reactive,tarssen_relief,wanderers,10,true,None,1500,104,0,3600,2349,3,36,0,0,0
Reactive,tarssen_relief,wanderers,11,true,None,1500,124,0,3600,3148,0,35,0,0,0
Reactive,tarssen_relief,wanderers,12,true,None,1500,61,0,3600,3376,1,52,0,0,0
Reactive,tarssen_relief,wanderers,13,true,None,1500,112,0,3600,2285,3,38,0,0,0
Reactive,tarssen_relief,wanderers,14,true,None,1500,175,0,3600,2312,3,35,0,0,0
Reactive,tarssen_relief,wanderers,15,true,None,1500,111,0,3600,2402,1,37,0,0,0
Reactive,the_deep_camp,adaptors,0,true,None,1500,0,0,5760,5070,7,67,0,0,0
Reactive,the_deep_camp,adaptors,1,true,None,1500,5,0,5760,4099,6,67,0,0,0
Reactive,the_deep_camp,adaptors,2,true,None,1395,0,0,5760,3863,5,64,0,0,0
Reactive,the_deep_camp,adaptors,3,true,None,1500,0,0,5760,4074,7,65,0,0,0
Reactive,the_deep_camp,adaptors,4,true,None,1500,55,0,5760,4286,2,70,0,0,0
Reactive,the_deep_camp,adaptors,5,true,None,1500,0,0,5760,6352,6,105,0,0,0
Reactive,the_deep_camp,adaptors,6,true,None,1500,1,0,5760,6418,8,102,0,0,0
Reactive,the_deep_camp,adaptors,7,true,None,1500,0,0,5760,3937,2,65,0,0,0
Reactive,the_deep_camp,adaptors,8,true,None,1500,23,0,5760,6980,5,117,0,0,0
Reactive,the_deep_camp,adaptors,9,true,None,1500,0,0,5760,4863,5,78,0,0,0
Reactive,the_deep_camp,adaptors,10,true,None,1500,232,0,5760,4083,3,68,0,0,0
Reactive,the_deep_camp,adaptors,11,true,None,1500,219,0,5760,5506,4,91,0,0,0
Reactive,the_deep_camp,adaptors,12,true,None,1500,5,0,5760,4874,4,86,0,0,0
Reactive,the_deep_camp,adaptors,13,true,None,1087,0,0,5760,5933,6,102,0,0,0
Reactive,the_deep_camp,adaptors,14,true,None,1500,0,0,5760,5126,9,84,0,0,0
Reactive,the_deep_camp,adaptors,15,true,None,1445,0,0,5760,5722,9,94,0,0,0
Reactive,the_deep_camp,preservers,0,true,None,1500,0,0,5760,5613,6,91,0,0,0
Reactive,the_deep_camp,preservers,1,true,None,1500,0,0,5760,4267,8,78,0,0,0
Reactive,the_deep_camp,preservers,2,true,None,1500,0,0,5760,4506,5,77,0,0,0
Reactive,the_deep_camp,preservers,3,true,None,1500,0,0,5760,5396,9,91,0,0,0
Reactive,the_deep_camp,preservers,4,true,None,1500,34,0,5760,4344,2,77,0,0,0
Reactive,the_deep_camp,preservers,5,true,None,1500,0,0,5760,6003,12,105,0,0,0
Reactive,the_deep_camp,preservers,6,true,None,1500,0,0,5760,5133,7,82,0,0,0
Reactive,the_deep_camp,preservers,7,true,None,1500,184,0,5760,4191,1,68,0,0,0
Reactive,the_deep_camp,preservers,8,true,None,867,0,0,5760,6217,8,98,0,0,0
Reactive,the_deep_camp,preservers,9,true,None,980,0,0,5760,4360,8,67,0,0,0
Reactive,the_deep_camp,preservers,10,true,None,1500,5,0,5760,6130,5,95,0,0,0
Reactive,the_deep_camp,preservers,11,true,None,1500,43,0,5760,5670,3,87,0,0,0
Reactive,the_deep_camp,preservers,12,true,None,1500,5,0,5760,4764,3,77,0,0,0
Reactive,the_deep_camp,preservers,13,true,None,1087,0,0,5760,6764,10,116,0,0,0
Reactive,the_deep_camp,preservers,14,true,None,1500,0,0,5760,5192,7,83,0,0,0
Reactive,the_deep_camp,preservers,15,true,None,1445,0,0,5760,4432,9,73,0,0,0
Reactive,the_deep_camp,wanderers,0,true,None,1500,0,0,5760,6509,8,108,0,0,0
Reactive,the_deep_camp,wanderers,1,true,None,1500,9,0,5760,4410,2,67,0,0,0
Reactive,the_deep_camp,wanderers,2,true,None,1500,10,0,5760,4142,1,61,0,0,0
Reactive,the_deep_camp,wanderers,3,true,None,1500,0,0,5760,4405,7,75,0,0,0
Reactive,the_deep_camp,wanderers,4,true,None,1500,3,0,5760,4632,3,74,0,0,0
Reactive,the_deep_camp,wanderers,5,true,None,1500,0,0,5760,6144,4,93,0,0,0
Reactive,the_deep_camp,wanderers,6,true,None,1500,0,0,5760,4239,6,74,0,0,0
Reactive,the_deep_camp,wanderers,7,true,None,1500,0,0,5760,3742,6,65,0,0,0
Reactive,the_deep_camp,wanderers,8,true,None,1500,0,0,5760,4459,5,70,0,0,0
Reactive,the_deep_camp,wanderers,9,true,None,1500,0,0,5760,5824,7,93,0,0,0
Reactive,the_deep_camp,wanderers,10,true,None,1500,3,0,5760,5399,4,78,0,0,0
Reactive,the_deep_camp,wanderers,11,true,None,1500,102,0,5760,4642,2,74,0,0,0
Reactive,the_deep_camp,wanderers,12,true,None,1500,0,0,5760,6302,12,98,0,0,0
Reactive,the_deep_camp,wanderers,13,true,None,1500,0,0,5760,6473,6,98,0,0,0
Reactive,the_deep_camp,wanderers,14,true,None,1093,0,0,5760,6595,7,106,0,0,0
Reactive,the_deep_camp,wanderers,15,true,None,1445,27,0,5760,4641,1,82,0,0,0
