policy,charter,legacy,seed,completed,terminal,food_min,parts_min,critical_months,months,occupied_slot_months,blocked_jobs,queue_transitions,recoveries,recovery_months,max_recovery_months
Prepared,coronal_tap,adaptors,0,true,None,1200,91,0,3840,3791,0,60,0,0,0
Prepared,coronal_tap,adaptors,1,true,None,1200,7,0,3840,4672,0,69,0,0,0
Prepared,coronal_tap,adaptors,2,true,None,0,0,0,3840,5322,4,83,1,1,1
Prepared,coronal_tap,adaptors,3,true,None,1200,0,0,3840,4491,5,76,0,0,0
Prepared,coronal_tap,adaptors,4,true,None,1200,85,0,3840,3787,1,59,0,0,0
Prepared,coronal_tap,adaptors,5,true,None,1200,56,0,3840,4795,1,70,0,0,0
Prepared,coronal_tap,adaptors,6,true,None,1200,68,0,3840,3400,0,52,0,0,0
Prepared,coronal_tap,adaptors,7,true,None,921,110,0,3840,3696,0,59,0,0,0
Prepared,coronal_tap,adaptors,8,true,None,1200,0,0,3840,5501,5,85,0,0,0
Prepared,coronal_tap,adaptors,9,true,None,1200,94,0,3840,4775,2,70,0,0,0
Prepared,coronal_tap,adaptors,10,true,None,1200,0,0,3840,4696,2,74,0,0,0
Prepared,coronal_tap,adaptors,11,true,None,1200,30,0,3840,3455,2,51,0,0,0
Prepared,coronal_tap,adaptors,12,true,None,1200,0,0,3840,3597,1,60,0,0,0
Prepared,coronal_tap,adaptors,13,true,None,1200,21,0,3840,4512,3,73,0,0,0
Prepared,coronal_tap,adaptors,14,true,None,1200,40,0,3840,4625,0,69,0,0,0
Prepared,coronal_tap,adaptors,15,true,None,1200,42,0,3840,4460,2,73,0,0,0
Prepared,coronal_tap,preservers,0,true,None,1200,0,0,3840,4632,9,75,0,0,0
Prepared,coronal_tap,preservers,1,true,None,1200,7,0,3840,3696,1,60,0,0,0
Prepared,coronal_tap,preservers,2,true,None,1140,23,0,3840,4446,1,66,0,0,0
Prepared,coronal_tap,preservers,3,true,None,1200,188,0,3840,3193,2,46,0,0,0
Prepared,coronal_tap,preservers,4,true,None,1200,7,0,3840,4075,1,64,0,0,0
Prepared,coronal_tap,preservers,5,true,None,1200,137,0,3840,3717,0,56,0,0,0
Prepared,coronal_tap,preservers,6,true,None,1200,119,0,3840,3591,2,59,0,0,0
Prepared,coronal_tap,preservers,7,true,None,921,0,0,3840,3602,2,60,0,0,0
Prepared,coronal_tap,preservers,8,true,None,1200,24,0,3840,3794,2,59,0,0,0
Prepared,coronal_tap,preservers,9,true,None,1200,5,0,3840,3667,0,59,0,0,0
Prepared,coronal_tap,preservers,10,true,None,1200,21,0,3840,5301,2,79,0,0,0
Prepared,coronal_tap,preservers,11,true,None,1200,127,0,3840,3970,1,57,0,0,0
Prepared,coronal_tap,preservers,12,true,None,1200,0,0,3840,4366,5,62,0,0,0
Prepared,coronal_tap,preservers,13,true,None,1200,0,0,3840,4172,6,67,0,0,0
Prepared,coronal_tap,preservers,14,true,None,1200,0,0,3840,4290,4,62,0,0,0
Prepared,coronal_tap,preservers,15,true,None,1200,0,0,3840,4439,4,71,0,0,0
Prepared,coronal_tap,wanderers,0,true,None,1200,0,0,3840,3952,6,59,0,0,0
Prepared,coronal_tap,wanderers,1,true,None,1200,0,0,3840,5190,5,81,0,0,0
Prepared,coronal_tap,wanderers,2,true,None,1200,35,0,3840,3798,0,55,0,0,0
Prepared,coronal_tap,wanderers,3,true,None,1200,44,0,3840,4511,2,71,0,0,0
Prepared,coronal_tap,wanderers,4,true,None,1200,0,0,3840,4631,10,82,0,0,0
Prepared,coronal_tap,wanderers,5,true,None,1200,0,0,3840,3594,2,57,0,0,0
Prepared,coronal_tap,wanderers,6,true,None,1200,80,0,3840,3836,2,62,0,0,0
Prepared,coronal_tap,wanderers,7,true,None,1200,0,0,3840,3688,1,59,0,0,0
Prepared,coronal_tap,wanderers,8,true,None,1200,25,0,3840,3814,0,58,0,0,0
Prepared,coronal_tap,wanderers,9,true,None,1200,0,0,3840,3690,3,60,0,0,0
Prepared,coronal_tap,wanderers,10,true,None,1200,0,0,3840,4377,10,73,0,0,0
Prepared,coronal_tap,wanderers,11,true,None,1200,111,0,3840,3504,2,54,0,0,0
Prepared,coronal_tap,wanderers,12,true,None,1200,0,0,3840,4525,2,70,0,0,0
Prepared,coronal_tap,wanderers,13,true,None,1200,102,0,3840,3817,1,59,0,0,0
Prepared,coronal_tap,wanderers,14,true,None,1200,0,0,3840,3978,4,60,0,0,0
Prepared,coronal_tap,wanderers,15,true,None,1200,0,0,3840,4689,4,77,0,0,0
Prepared,deep_vein_survey,adaptors,0,true,None,1200,111,0,4080,3860,1,61,0,0,0
Prepared,deep_vein_survey,adaptors,1,true,None,1200,197,0,4080,3887,1,56,0,0,0
Prepared,deep_vein_survey,adaptors,2,true,None,1200,142,0,4080,3614,1,54,0,0,0
Prepared,deep_vein_survey,adaptors,3,true,None,1200,137,0,4080,3765,2,54,0,0,0
Prepared,deep_vein_survey,adaptors,4,true,None,1200,135,0,4080,4001,2,63,0,0,0
Prepared,deep_vein_survey,adaptors,5,true,None,1200,67,0,4080,4783,2,71,0,0,0
Prepared,deep_vein_survey,adaptors,6,true,None,1200,12,0,4080,5180,2,77,0,0,0
Prepared,deep_vein_survey,adaptors,7,true,None,921,163,0,4080,3766,0,58,0,0,0
Prepared,deep_vein_survey,adaptors,8,true,None,1200,0,0,4080,3734,4,56,0,0,0
Prepared,deep_vein_survey,adaptors,9,true,None,1148,171,0,4080,3690,0,51,0,0,0
Prepared,deep_vein_survey,adaptors,10,true,None,1200,54,0,4080,5234,2,78,0,0,0
Prepared,deep_vein_survey,adaptors,11,true,None,1200,6,0,4080,3787,1,57,0,0,0
Prepared,deep_vein_survey,adaptors,12,true,None,1200,93,0,4080,3731,0,60,0,0,0
Prepared,deep_vein_survey,adaptors,13,true,None,1186,116,0,4080,4957,0,69,0,0,0
Prepared,deep_vein_survey,adaptors,14,true,None,1200,38,0,4080,4858,2,74,0,0,0
Prepared,deep_vein_survey,adaptors,15,true,None,1200,0,0,4080,5353,5,79,0,0,0
Prepared,deep_vein_survey,preservers,0,true,None,1200,6,0,4080,5091,5,81,0,0,0
Prepared,deep_vein_survey,preservers,1,true,None,1200,2,0,4080,3791,3,58,0,0,0
Prepared,deep_vein_survey,preservers,2,true,None,1200,116,0,4080,3574,1,60,0,0,0
Prepared,deep_vein_survey,preservers,3,true,None,1200,7,0,4080,4669,1,70,0,0,0
Prepared,deep_vein_survey,preservers,4,true,None,1200,95,0,4080,5000,3,73,0,0,0
Prepared,deep_vein_survey,preservers,5,true,None,1200,169,0,4080,4460,2,62,0,0,0
Prepared,deep_vein_survey,preservers,6,true,None,1200,53,0,4080,4767,1,71,0,0,0
Prepared,deep_vein_survey,preservers,7,true,None,921,117,0,4080,3750,0,55,0,0,0
Prepared,deep_vein_survey,preservers,8,true,None,936,51,0,4080,3579,0,56,0,0,0
Prepared,deep_vein_survey,preservers,9,true,None,1148,157,0,4080,4482,1,71,0,0,0
Prepared,deep_vein_survey,preservers,10,true,None,1200,168,0,4080,5071,2,76,0,0,0
Prepared,deep_vein_survey,preservers,11,true,None,1200,145,0,4080,3959,2,63,0,0,0
Prepared,deep_vein_survey,preservers,12,true,None,1200,3,0,4080,4601,1,63,0,0,0
Prepared,deep_vein_survey,preservers,13,true,None,1186,94,0,4080,5200,0,81,0,0,0
Prepared,deep_vein_survey,preservers,14,true,None,1200,99,0,4080,4506,0,65,0,0,0
Prepared,deep_vein_survey,preservers,15,true,None,1200,0,0,4080,4557,2,65,0,0,0
Prepared,deep_vein_survey,wanderers,0,true,None,1200,0,0,4080,4674,3,71,0,0,0
Prepared,deep_vein_survey,wanderers,1,true,None,1200,107,0,4080,4674,1,74,0,0,0
Prepared,deep_vein_survey,wanderers,2,true,None,1200,108,0,4080,3543,1,58,0,0,0
Prepared,deep_vein_survey,wanderers,3,true,None,1200,123,0,4080,3881,1,56,0,0,0
Prepared,deep_vein_survey,wanderers,4,true,None,1200,85,0,4080,3908,0,54,0,0,0
Prepared,deep_vein_survey,wanderers,5,true,None,1200,64,0,4080,4456,1,61,0,0,0
Prepared,deep_vein_survey,wanderers,6,true,None,1200,195,0,4080,4628,1,65,0,0,0
Prepared,deep_vein_survey,wanderers,7,true,None,1200,73,0,4080,3856,1,61,0,0,0
Prepared,deep_vein_survey,wanderers,8,true,None,1200,181,0,4080,3434,1,51,0,0,0
Prepared,deep_vein_survey,wanderers,9,true,None,1200,172,0,4080,4076,0,60,0,0,0
Prepared,deep_vein_survey,wanderers,10,true,None,1200,11,0,4080,5037,1,72,0,0,0
Prepared,deep_vein_survey,wanderers,11,true,None,1200,0,0,4080,4566,3,73,0,0,0
Prepared,deep_vein_survey,wanderers,12,true,None,1200,52,0,4080,5165,2,76,0,0,0
Prepared,deep_vein_survey,wanderers,13,true,None,1186,70,0,4080,5590,2,81,0,0,0
Prepared,deep_vein_survey,wanderers,14,true,None,1200,67,0,4080,5310,2,77,0,0,0
Prepared,deep_vein_survey,wanderers,15,true,None,1200,19,0,4080,5395,1,77,0,0,0
Prepared,hollow_fleet,adaptors,0,true,None,1200,0,0,3720,4915,2,74,0,0,0
Prepared,hollow_fleet,adaptors,1,true,None,1200,131,0,3720,3335,0,51,0,0,0
Prepared,hollow_fleet,adaptors,2,true,None,1195,58,0,3720,3669,1,58,0,0,0
Prepared,hollow_fleet,adaptors,3,true,None,1200,179,0,3720,4359,0,63,0,0,0
Prepared,hollow_fleet,adaptors,4,true,None,1200,43,0,3720,4459,3,71,0,0,0
Prepared,hollow_fleet,adaptors,5,true,None,1200,146,0,3720,3669,1,58,0,0,0
Prepared,hollow_fleet,adaptors,6,true,None,1200,20,0,3720,3406,1,53,0,0,0
Prepared,hollow_fleet,adaptors,7,true,None,1200,165,0,3720,3597,0,55,0,0,0
Prepared,hollow_fleet,adaptors,8,true,None,1200,75,0,3720,3763,0,55,0,0,0
Prepared,hollow_fleet,adaptors,9,true,None,1036,19,0,3720,5244,5,80,0,0,0
Prepared,hollow_fleet,adaptors,10,true,None,1200,81,0,3720,3666,1,57,0,0,0
Prepared,hollow_fleet,adaptors,11,true,None,1200,0,0,3720,4026,5,65,0,0,0
Prepared,hollow_fleet,adaptors,12,true,None,1200,113,0,3720,3238,1,50,0,0,0
Prepared,hollow_fleet,adaptors,13,true,None,1200,0,0,3720,3484,2,54,0,0,0
Prepared,hollow_fleet,adaptors,14,true,None,1200,5,0,3720,4314,0,64,0,0,0
Prepared,hollow_fleet,adaptors,15,true,None,1200,0,0,3720,4606,6,69,0,0,0
Prepared,hollow_fleet,preservers,0,true,None,1200,10,0,3720,3499,0,48,0,0,0
Prepared,hollow_fleet,preservers,1,true,None,1200,68,0,3720,3406,1,49,0,0,0
Prepared,hollow_fleet,preservers,2,true,None,1200,0,0,3720,3716,2,59,0,0,0
Prepared,hollow_fleet,preservers,3,true,None,1200,121,0,3720,3524,0,53,0,0,0
Prepared,hollow_fleet,preservers,4,true,None,1200,21,0,3720,3500,1,52,0,0,0
Prepared,hollow_fleet,preservers,5,true,None,1200,59,0,3720,3503,1,53,0,0,0
Prepared,hollow_fleet,preservers,6,true,None,1200,90,0,3720,3333,1,51,0,0,0
Prepared,hollow_fleet,preservers,7,true,None,1200,60,0,3720,3670,1,60,0,0,0
Prepared,hollow_fleet,preservers,8,true,None,1200,38,0,3720,5040,2,72,0,0,0
Prepared,hollow_fleet,preservers,9,true,None,1036,49,0,3720,4669,3,68,0,0,0
Prepared,hollow_fleet,preservers,10,true,None,1200,113,0,3720,3787,0,54,0,0,0
Prepared,hollow_fleet,preservers,11,true,None,1200,101,0,3720,3669,0,55,0,0,0
Prepared,hollow_fleet,preservers,12,true,None,1200,93,0,3720,3478,1,57,0,0,0
Prepared,hollow_fleet,preservers,13,true,None,1200,46,0,3720,3552,1,59,0,0,0
Prepared,hollow_fleet,preservers,14,true,None,1200,42,0,3720,4814,4,72,0,0,0
Prepared,hollow_fleet,preservers,15,true,None,1200,27,0,3720,4745,1,68,0,0,0
Prepared,hollow_fleet,wanderers,0,true,None,1200,13,0,3720,5038,1,74,0,0,0
Prepared,hollow_fleet,wanderers,1,true,None,1200,164,0,3720,3459,2,51,0,0,0
Prepared,hollow_fleet,wanderers,2,true,None,1200,22,0,3720,4580,0,68,0,0,0
Prepared,hollow_fleet,wanderers,3,true,None,1200,2,0,3720,3669,1,57,0,0,0
Prepared,hollow_fleet,wanderers,4,true,None,1200,21,0,3720,4748,2,69,0,0,0
Prepared,hollow_fleet,wanderers,5,true,None,1200,10,0,3720,3619,0,52,0,0,0
Prepared,hollow_fleet,wanderers,6,true,None,1200,65,0,3720,3692,1,58,0,0,0
Prepared,hollow_fleet,wanderers,7,true,None,1200,71,0,3720,4448,3,66,0,0,0
Prepared,hollow_fleet,wanderers,8,true,None,1200,66,0,3720,3714,2,55,0,0,0
Prepared,hollow_fleet,wanderers,9,true,None,1200,1,0,3720,3306,0,51,0,0,0
Prepared,hollow_fleet,wanderers,10,true,None,1200,84,0,3720,3932,1,61,0,0,0
Prepared,hollow_fleet,wanderers,11,true,None,1200,0,0,3720,4219,4,68,0,0,0
Prepared,hollow_fleet,wanderers,12,true,None,1200,88,0,3720,3430,2,50,0,0,0
Prepared,hollow_fleet,wanderers,13,true,None,1200,26,0,3720,3472,1,54,0,0,0
Prepared,hollow_fleet,wanderers,14,true,None,1200,53,0,3720,4504,1,67,0,0,0
Prepared,hollow_fleet,wanderers,15,true,None,1200,9,0,3720,4505,0,68,0,0,0
Prepared,lumen_relay_proving_run,adaptors,0,true,None,1200,179,0,1800,2170,0,31,0,0,0
Prepared,lumen_relay_proving_run,adaptors,1,true,None,1200,174,0,1800,1906,1,26,0,0,0
Prepared,lumen_relay_proving_run,adaptors,2,true,None,1200,153,0,1800,2302,0,31,0,0,0
Prepared,lumen_relay_proving_run,adaptors,3,true,None,1200,160,0,1800,2098,0,28,0,0,0
Prepared,lumen_relay_proving_run,adaptors,4,true,None,1200,246,0,1800,1813,0,29,0,0,0
Prepared,lumen_relay_proving_run,adaptors,5,true,None,1200,220,0,1800,2053,0,24,0,0,0
Prepared,lumen_relay_proving_run,adaptors,6,true,None,1200,200,0,1800,2289,0,29,0,0,0
Prepared,lumen_relay_proving_run,adaptors,7,true,None,921,208,0,1800,1905,0,27,0,0,0
Prepared,lumen_relay_proving_run,adaptors,8,true,None,1200,216,0,1800,2210,0,30,0,0,0
Prepared,lumen_relay_proving_run,adaptors,9,true,None,1200,237,0,1800,1774,0,27,0,0,0
Prepared,lumen_relay_proving_run,adaptors,10,true,None,1200,184,0,1800,2338,0,29,0,0,0
Prepared,lumen_relay_proving_run,adaptors,11,true,None,1200,234,0,1800,2291,0,29,0,0,0
Prepared,lumen_relay_proving_run,adaptors,12,true,None,1200,177,0,1800,1882,0,29,0,0,0
Prepared,lumen_relay_proving_run,adaptors,13,true,None,1200,163,0,1800,2170,0,29,0,0,0
Prepared,lumen_relay_proving_run,adaptors,14,true,None,1200,123,0,1800,2266,0,29,0,0,0
Prepared,lumen_relay_proving_run,adaptors,15,true,None,1200,182,0,1800,1905,0,27,0,0,0
Prepared,lumen_relay_proving_run,preservers,0,true,None,1200,191,0,1800,2315,0,32,0,0,0
Prepared,lumen_relay_proving_run,preservers,1,true,None,1200,135,0,1800,1905,0,26,0,0,0
Prepared,lumen_relay_proving_run,preservers,2,true,None,1162,204,0,1800,2243,0,29,0,0,0
Prepared,lumen_relay_proving_run,preservers,3,true,None,1200,172,0,1800,2434,0,32,0,0,0
Prepared,lumen_relay_proving_run,preservers,4,true,None,1200,169,0,1800,1913,0,30,0,0,0
Prepared,lumen_relay_proving_run,preservers,5,true,None,1200,154,0,1800,2364,0,30,0,0,0
Prepared,lumen_relay_proving_run,preservers,6,true,None,1200,197,0,1800,2361,0,31,0,0,0
Prepared,lumen_relay_proving_run,preservers,7,true,None,921,176,0,1800,2072,0,29,0,0,0
Prepared,lumen_relay_proving_run,preservers,8,true,None,1200,206,0,1800,2330,0,31,0,0,0
Prepared,lumen_relay_proving_run,preservers,9,true,None,1200,149,0,1800,2194,0,29,0,0,0
Prepared,lumen_relay_proving_run,preservers,10,true,None,1200,155,0,1800,2073,0,30,0,0,0
Prepared,lumen_relay_proving_run,preservers,11,true,None,1200,198,0,1800,2386,0,30,0,0,0
Prepared,lumen_relay_proving_run,preservers,12,true,None,1200,186,0,1800,2195,0,29,0,0,0
Prepared,lumen_relay_proving_run,preservers,13,true,None,1200,214,0,1800,2387,0,32,0,0,0
Prepared,lumen_relay_proving_run,preservers,14,true,None,1200,178,0,1800,2087,0,25,0,0,0
Prepared,lumen_relay_proving_run,preservers,15,true,None,1200,171,0,1800,1883,0,24,0,0,0
Prepared,lumen_relay_proving_run,wanderers,0,true,None,1200,153,0,1800,2433,0,36,0,0,0
Prepared,lumen_relay_proving_run,wanderers,1,true,None,1200,167,0,1800,1905,0,26,0,0,0
Prepared,lumen_relay_proving_run,wanderers,2,true,None,990,144,0,1800,2303,1,32,0,0,0
Prepared,lumen_relay_proving_run,wanderers,3,true,None,1200,153,0,1800,2292,0,28,0,0,0
Prepared,lumen_relay_proving_run,wanderers,4,true,None,1200,183,0,1800,1848,0,29,0,0,0
Prepared,lumen_relay_proving_run,wanderers,5,true,None,1200,171,0,1800,2171,0,27,0,0,0
Prepared,lumen_relay_proving_run,wanderers,6,true,None,1200,219,0,1800,2193,0,29,0,0,0
Prepared,lumen_relay_proving_run,wanderers,7,true,None,1200,233,0,1800,1846,0,26,0,0,0
Prepared,lumen_relay_proving_run,wanderers,8,true,None,1200,186,0,1800,1989,0,27,0,0,0
Prepared,lumen_relay_proving_run,wanderers,9,true,None,1200,231,0,1800,1741,0,27,0,0,0
Prepared,lumen_relay_proving_run,wanderers,10,true,None,1200,161,0,1800,2399,0,35,0,0,0
Prepared,lumen_relay_proving_run,wanderers,11,true,None,1200,211,0,1800,1931,0,26,0,0,0
Prepared,lumen_relay_proving_run,wanderers,12,true,None,1200,136,0,1800,2365,0,31,0,0,0
Prepared,lumen_relay_proving_run,wanderers,13,true,None,1200,144,0,1800,2196,0,29,0,0,0
Prepared,lumen_relay_proving_run,wanderers,14,true,None,1200,144,0,1800,2267,0,30,0,0,0
Prepared,lumen_relay_proving_run,wanderers,15,true,None,1200,217,0,1800,2123,0,27,0,0,0
Prepared,tarssen_relief,adaptors,0,true,None,1200,177,0,3600,3718,1,58,0,0,0
Prepared,tarssen_relief,adaptors,1,true,None,1200,77,0,3600,3815,1,51,0,0,0
Prepared,tarssen_relief,adaptors,2,true,None,1040,23,0,3600,4698,0,65,0,0,0
Prepared,tarssen_relief,adaptors,3,true,None,1200,67,0,3600,3789,1,50,0,0,0
Prepared,tarssen_relief,adaptors,4,true,None,1200,124,0,3600,5136,3,69,0,0,0
Prepared,tarssen_relief,adaptors,5,true,None,1200,78,0,3600,3547,0,51,0,0,0
Prepared,tarssen_relief,adaptors,6,true,None,1200,172,0,3600,3718,0,53,0,0,0
Prepared,tarssen_relief,adaptors,7,true,None,1164,170,0,3600,3787,1,60,0,0,0
Prepared,tarssen_relief,adaptors,8,true,None,1200,100,0,3600,3619,0,53,0,0,0
Prepared,tarssen_relief,adaptors,9,true,None,1036,123,0,3600,4583,3,70,0,0,0
Prepared,tarssen_relief,adaptors,10,true,None,1200,67,0,3600,4547,3,67,0,0,0
Prepared,tarssen_relief,adaptors,11,true,None,1200,8,0,3600,3885,1,60,0,0,0
Prepared,tarssen_relief,adaptors,12,true,None,1200,50,0,3600,4028,1,67,0,0,0
Prepared,tarssen_relief,adaptors,13,true,None,1200,128,0,3600,3697,0,58,0,0,0
Prepared,tarssen_relief,adaptors,14,true,None,1200,87,0,3600,3765,0,59,0,0,0
Prepared,tarssen_relief,adaptors,15,true,None,1200,121,0,3600,3719,1,54,0,0,0
Prepared,tarssen_relief,preservers,0,true,None,1200,111,0,3600,3881,0,58,0,0,0
Prepared,tarssen_relief,preservers,1,true,None,1200,97,0,3600,4703,0,66,0,0,0
Prepared,tarssen_relief,preservers,2,true,None,1140,0,0,3600,4873,4,77,0,0,0
Prepared,tarssen_relief,preservers,3,true,None,1200,127,0,3600,3563,1,53,0,0,0
Prepared,tarssen_relief,preservers,4,true,None,1200,80,0,3600,5039,1,72,0,0,0
Prepared,tarssen_relief,preservers,5,true,None,1200,52,0,3600,3693,1,58,0,0,0
Prepared,tarssen_relief,preservers,6,true,None,1200,108,0,3600,3621,0,51,0,0,0
Prepared,tarssen_relief,preservers,7,true,None,1164,138,0,3600,3698,1,53,0,0,0
Prepared,tarssen_relief,preservers,8,true,None,1200,44,0,3600,3618,0,53,0,0,0
Prepared,tarssen_relief,preservers,9,true,None,1036,69,0,3600,4508,2,67,0,0,0
Prepared,tarssen_relief,preservers,10,true,None,1200,29,0,3600,4439,3,67,0,0,0
Prepared,tarssen_relief,preservers,11,true,None,1200,0,0,3600,3709,1,51,0,0,0
Prepared,tarssen_relief,preservers,12,true,None,1200,21,0,3600,4678,2,67,0,0,0
Prepared,tarssen_relief,preservers,13,true,None,1200,27,0,3600,3765,0,57,0,0,0
Prepared,tarssen_relief,preservers,14,true,None,1200,157,0,3600,3622,0,52,0,0,0
Prepared,tarssen_relief,preservers,15,true,None,1200,35,0,3600,3634,0,54,0,0,0
Prepared,tarssen_relief,wanderers,0,true,None,1200,162,0,3600,3788,0,53,0,0,0
Prepared,tarssen_relief,wanderers,1,true,None,1200,40,0,3600,4700,0,63,0,0,0
Prepared,tarssen_relief,wanderers,2,true,None,1200,47,0,3600,3930,1,58,0,0,0
Prepared,tarssen_relief,wanderers,3,true,None,1200,59,0,3600,3984,2,56,0,0,0
Prepared,tarssen_relief,wanderers,4,true,None,1200,1,0,3600,4970,8,73,0,0,0
Prepared,tarssen_relief,wanderers,5,true,None,1200,140,0,3600,3697,1,58,0,0,0
Prepared,tarssen_relief,wanderers,6,true,None,1200,188,0,3600,4443,2,67,0,0,0
Prepared,tarssen_relief,wanderers,7,true,None,1200,65,0,3600,3526,2,51,0,0,0
Prepared,tarssen_relief,wanderers,8,true,None,1200,145,0,3600,3626,1,56,0,0,0
Prepared,tarssen_relief,wanderers,9,true,None,1200,103,0,3600,4438,1,64,0,0,0
Prepared,tarssen_relief,wanderers,10,true,None,1200,107,0,3600,3715,1,58,0,0,0
Prepared,tarssen_relief,wanderers,11,true,None,1200,97,0,3600,4512,2,66,0,0,0
Prepared,tarssen_relief,wanderers,12,true,None,1200,36,0,3600,4932,4,76,0,0,0
Prepared,tarssen_relief,wanderers,13,true,None,1200,70,0,3600,3689,0,56,0,0,0
Prepared,tarssen_relief,wanderers,14,true,None,1200,58,0,3600,3693,1,55,0,0,0
Prepared,tarssen_relief,wanderers,15,true,None,1200,55,0,3600,3778,0,55,0,0,0
Prepared,the_deep_camp,adaptors,0,true,None,1200,50,0,5760,7391,4,114,0,0,0
Prepared,the_deep_camp,adaptors,1,true,None,1200,71,0,5760,5759,3,98,0,0,0
Prepared,the_deep_camp,adaptors,2,true,None,1103,110,0,5760,5469,2,83,0,0,0
Prepared,the_deep_camp,adaptors,3,true,None,1200,0,0,5760,5711,6,95,0,0,0
Prepared,the_deep_camp,adaptors,4,true,None,1200,69,0,5760,5678,2,93,0,0,0
Prepared,the_deep_camp,adaptors,5,true,None,1200,0,0,5760,7890,11,128,0,0,0
Prepared,the_deep_camp,adaptors,6,true,None,1200,0,0,5760,6222,11,99,0,0,0
Prepared,the_deep_camp,adaptors,7,true,None,1200,5,0,5760,5518,0,82,0,0,0
Prepared,the_deep_camp,adaptors,8,true,None,1200,0,0,5760,6323,8,98,0,0,0
Prepared,the_deep_camp,adaptors,9,true,None,1200,151,0,5760,5767,0,85,0,0,0
Prepared,the_deep_camp,adaptors,10,true,None,1200,0,0,5760,5545,2,92,0,0,0
Prepared,the_deep_camp,adaptors,11,true,None,1200,13,0,5760,7004,2,112,0,0,0
Prepared,the_deep_camp,adaptors,12,true,None,1200,0,0,5760,5633,7,89,0,0,0
Prepared,the_deep_camp,adaptors,13,true,None,795,25,0,5760,6996,3,112,0,0,0
Prepared,the_deep_camp,adaptors,14,true,None,1200,0,0,5760,6714,1,97,0,0,0
Prepared,the_deep_camp,adaptors,15,true,None,1145,0,0,5760,7233,3,110,0,0,0
Prepared,the_deep_camp,preservers,0,true,None,1200,56,0,5760,5603,2,82,0,0,0
Prepared,the_deep_camp,preservers,1,true,None,1200,97,0,5760,5650,1,83,0,0,0
Prepared,the_deep_camp,preservers,2,true,None,1200,75,0,5760,5611,2,88,0,0,0
Prepared,the_deep_camp,preservers,3,true,None,1200,26,0,5760,5647,1,85,0,0,0
Prepared,the_deep_camp,preservers,4,true,None,1200,0,0,5760,5730,11,93,0,0,0
Prepared,the_deep_camp,preservers,5,true,None,874,33,0,5760,7672,4,114,0,0,0
Prepared,the_deep_camp,preservers,6,true,None,1200,0,0,5760,7595,9,119,0,0,0
Prepared,the_deep_camp,preservers,7,true,None,1200,221,0,5760,5371,1,79,0,0,0
Prepared,the_deep_camp,preservers,8,true,None,1189,0,0,5760,7570,5,116,0,0,0
Prepared,the_deep_camp,preservers,9,true,None,1200,0,0,5760,6869,1,97,0,0,0
Prepared,the_deep_camp,preservers,10,true,None,1200,0,0,5760,6991,5,97,0,0,0
Prepared,the_deep_camp,preservers,11,true,None,1200,0,0,5760,6820,11,108,0,0,0
Prepared,the_deep_camp,preservers,12,true,None,1200,83,0,5760,7411,2,114,0,0,0
Prepared,the_deep_camp,preservers,13,true,None,795,151,0,5760,6812,2,100,0,0,0
Prepared,the_deep_camp,preservers,14,true,None,1200,0,0,5760,6946,11,102,0,0,0
Prepared,the_deep_camp,preservers,15,true,None,1145,0,0,5760,6928,14,111,0,0,0
Prepared,the_deep_camp,wanderers,0,true,None,1200,0,0,5760,6948,11,104,0,0,0
Prepared,the_deep_camp,wanderers,1,true,None,1200,53,0,5760,5714,3,94,0,0,0
Prepared,the_deep_camp,wanderers,2,true,None,1200,12,0,5760,5554,2,86,0,0,0
Prepared,the_deep_camp,wanderers,3,true,None,1200,0,0,5760,5692,5,83,0,0,0
Prepared,the_deep_camp,wanderers,4,true,None,1200,0,0,5760,5586,5,83,0,0,0
Prepared,the_deep_camp,wanderers,5,true,None,1200,0,0,5760,6582,28,127,0,0,0
Prepared,the_deep_camp,wanderers,6,true,None,1200,5,0,5760,5767,2,93,0,0,0
Prepared,the_deep_camp,wanderers,7,true,None,1200,11,0,5760,5539,2,84,0,0,0
Prepared,the_deep_camp,wanderers,8,true,None,1200,0,0,5760,5551,6,84,0,0,0
Prepared,the_deep_camp,wanderers,9,true,None,1200,0,0,5760,7092,14,119,0,0,0
Prepared,the_deep_camp,wanderers,10,true,None,1200,0,0,5760,7110,7,109,0,0,0
Prepared,the_deep_camp,wanderers,11,true,None,1200,130,0,5760,5450,5,88,0,0,0
Prepared,the_deep_camp,wanderers,12,true,None,1200,0,0,5760,6972,11,108,0,0,0
Prepared,the_deep_camp,wanderers,13,true,None,1200,43,0,5760,6884,2,103,0,0,0
Prepared,the_deep_camp,wanderers,14,true,None,1161,0,0,5760,6316,10,97,0,0,0
Prepared,the_deep_camp,wanderers,15,true,None,1145,124,0,5760,5343,1,81,0,0,0
