charter,legacy,loadout,policy,runs,complete,partial,pyrrhic,failure,extinction,mean_score,mean_objective,min_credits,min_food,min_fuel,min_parts,min_hull,min_life,min_morale,min_unity,mean_population_loss,total_faction_losses,crisis_decisions,generational_decisions,milestone_decisions,legacy_decisions,delegated,dilemmas,forced_returns,repairs,training,trades,emergency_purchases,mean_net_credits,mean_renown,mean_simulated_years,departure_subsystems,homecoming_subsystems
coronal_tap,adaptors,cargo,conservative,50,49,1,0,0,0,0.9660,1.0000,3518,10605,0.0000,0,0.6926,0.6990,0.2771,0.5256,280.30,0,3234,2399,1868,0,2759,388,0,2101,1114,0,0,12507.88,96.60,320.08,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.74/0.58;education_culture:1.00/0.95;engineering_bay:0.73/0.55;life_support_habitat:1.00/0.65;medical_bay:1.00/0.63;security:0.51/0.00"
coronal_tap,adaptors,cargo,first-choice,50,11,39,0,0,0,0.8494,0.9909,2379,485,0.0550,9,0.4454,0.4700,0.1839,0.3217,572.58,95,3572,2404,1371,2688,539,387,0,792,737,4,4,12408.34,85.04,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.49/0.57;education_culture:0.51/0.00;engineering_bay:0.52/0.40;life_support_habitat:1.00/0.64;medical_bay:0.35/0.00;security:0.41/0.00"
coronal_tap,adaptors,cargo,objective-first,50,27,23,0,0,0,0.8994,1.0000,3518,10637,0.0000,71,0.4453,0.4900,0.2833,0.4360,392.36,0,3544,2318,1756,2610,457,385,0,722,269,0,0,22747.28,89.92,320.10,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.31/0.30;education_culture:1.00/0.92;engineering_bay:0.53/0.64;life_support_habitat:1.00/0.43;medical_bay:1.00/0.47;security:0.20/0.00"
coronal_tap,adaptors,combat,conservative,50,50,0,0,0,0,0.9706,1.0000,2600,10366,0.2391,16,0.6955,0.6990,0.4467,0.4716,255.16,0,2504,2607,2066,0,3004,377,0,2134,1036,0,0,12611.84,97.12,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.75/0.40;education_culture:1.00/0.95;engineering_bay:0.72/0.45;life_support_habitat:1.00/0.55;medical_bay:1.00/0.47;security:0.29/0.00"
coronal_tap,adaptors,combat,first-choice,50,10,38,2,0,0,0.8422,0.9988,1998,982,0.1779,75,0.4454,0.4500,0.1333,0.4591,619.64,94,2989,2664,1609,2797,587,386,0,793,621,2,2,12529.54,84.24,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.53/0.61;education_culture:0.65/0.42;engineering_bay:0.51/0.40;life_support_habitat:1.00/0.55;medical_bay:0.35/0.00;security:0.19/0.00"
coronal_tap,adaptors,combat,objective-first,50,34,16,0,0,0,0.9152,1.0000,2600,10366,0.0601,106,0.4453,0.5200,0.5230,0.4716,336.86,0,3027,2386,1972,2799,517,395,0,673,216,0,0,22179.24,91.46,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.43/0.00;education_culture:1.00/0.92;engineering_bay:0.46/0.60;life_support_habitat:1.00/0.53;medical_bay:1.00/0.47;security:0.43/0.00"
coronal_tap,adaptors,fuel,conservative,50,48,2,0,0,0,0.9647,1.0000,6713,10260,0.8652,0,0.4886,0.6830,0.3809,0.5341,282.56,0,3148,2392,1796,0,2801,384,0,2157,1255,0,0,12600.48,96.46,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.75/0.58;education_culture:1.00/1.00;engineering_bay:0.70/0.55;life_support_habitat:1.00/0.63;medical_bay:1.00/0.60;security:0.43/0.00"
coronal_tap,adaptors,fuel,first-choice,50,9,38,3,0,0,0.8352,0.9786,2555,584,0.8500,50,0.4454,0.4900,0.2872,0.4074,614.46,96,3605,2345,1437,2661,564,408,0,755,867,8,8,11951.30,83.58,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.46/0.61;education_culture:0.50/0.00;engineering_bay:0.46/0.40;life_support_habitat:1.00/0.60;medical_bay:0.34/0.00;security:0.41/0.00"
coronal_tap,adaptors,fuel,objective-first,50,30,20,0,0,0,0.9029,0.9978,6713,7669,0.8556,44,0.4453,0.5100,0.2530,0.4632,377.28,0,3618,2257,1817,2652,480,379,0,707,393,0,0,23112.04,90.28,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.31/0.00;education_culture:1.00/0.91;engineering_bay:0.52/0.60;life_support_habitat:1.00/0.43;medical_bay:1.00/0.47;security:0.26/0.00"
coronal_tap,adaptors,speed,conservative,50,50,0,0,0,0,0.9634,1.0000,4153,9803,0.0000,0,0.6955,0.6990,0.3061,0.5341,293.02,0,3203,2395,1895,0,2764,385,0,2161,1542,0,0,12757.88,96.32,320.08,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.72/0.58;education_culture:1.00/0.92;engineering_bay:0.72/0.50;life_support_habitat:1.00/0.74;medical_bay:1.00/0.57;security:0.18/0.00"
coronal_tap,adaptors,speed,first-choice,50,9,40,1,0,0,0.8392,0.9991,467,547,0.0550,31,0.4454,0.4600,0.2872,0.4074,621.54,94,3611,2444,1444,2628,541,395,0,838,1173,4,4,12564.54,83.92,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.47/0.37;education_culture:0.51/0.28;engineering_bay:0.49/0.45;life_support_habitat:1.00/0.65;medical_bay:0.35/0.00;security:0.41/0.00"
coronal_tap,adaptors,speed,objective-first,50,27,23,0,0,0,0.9005,1.0000,4153,10085,0.0000,95,0.4429,0.4900,0.2714,0.4634,393.20,0,3547,2254,1788,2645,497,411,0,715,372,0,0,26722.18,90.08,320.06,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.01/0.00;education_culture:1.00/1.00;engineering_bay:0.50/0.60;life_support_habitat:1.00/0.58;medical_bay:1.00/0.50;security:0.26/0.00"
coronal_tap,adaptors,starter,conservative,50,48,2,0,0,0,0.9637,1.0000,8029,10810,0.4432,0,0.6702,0.6990,0.3956,0.5345,290.00,0,3156,2446,1792,0,2876,381,0,2141,1647,0,0,12567.68,96.38,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.73/0.58;education_culture:1.00/0.95;engineering_bay:0.70/0.40;life_support_habitat:1.00/0.60;medical_bay:1.00/0.57;security:0.40/0.00"
coronal_tap,adaptors,starter,first-choice,50,11,35,4,0,0,0.8467,0.9911,0,0,0.0577,36,0.4454,0.4600,0.2031,0.4074,597.26,96,3596,2425,1383,2661,590,389,0,816,1233,7,7,12225.88,84.64,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.53/0.56;education_culture:0.54/0.03;engineering_bay:0.52/0.40;life_support_habitat:1.00/0.59;medical_bay:0.31/0.00;security:0.43/0.00"
coronal_tap,adaptors,starter,objective-first,50,25,25,0,0,0,0.9011,1.0000,9768,10918,0.0000,84,0.4455,0.5200,0.2228,0.4102,388.46,0,3614,2294,1743,2642,474,390,0,695,400,0,0,27639.88,90.08,320.08,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.31/0.00;education_culture:1.00/0.92;engineering_bay:0.46/0.64;life_support_habitat:1.00/0.43;medical_bay:1.00/0.50;security:0.56/0.00"
coronal_tap,preservers,cargo,conservative,50,46,4,0,0,0,0.9534,1.0000,3380,11414,0.0524,26,0.6955,0.6990,0.2555,0.5394,335.60,0,3248,2361,1858,0,2775,398,0,2139,1144,0,0,12624.34,95.30,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.74/0.58;education_culture:1.00/0.95;engineering_bay:0.73/0.45;life_support_habitat:1.00/0.63;medical_bay:1.00/0.52;security:0.45/0.00"
coronal_tap,preservers,cargo,first-choice,50,11,36,3,0,0,0.8376,0.9855,1257,368,0.1016,44,0.4452,0.4900,0.0036,0.4112,613.38,95,3542,2311,1412,2679,501,393,0,859,724,5,5,12318.98,83.78,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.49/0.61;education_culture:0.63/0.24;engineering_bay:0.49/0.49;life_support_habitat:1.00/0.55;medical_bay:0.23/0.00;security:0.47/0.00"
coronal_tap,preservers,cargo,objective-first,50,27,23,0,0,0,0.8979,1.0000,3380,11492,0.0000,83,0.4453,0.4900,0.1017,0.4424,399.42,0,3592,2231,1824,2648,444,385,0,739,278,0,0,22882.74,89.78,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.35/0.00;education_culture:1.00/0.95;engineering_bay:0.48/0.60;life_support_habitat:1.00/0.53;medical_bay:1.00/0.45;security:0.41/0.00"
coronal_tap,preservers,combat,conservative,50,49,1,0,0,0,0.9715,1.0000,2608,10007,0.1192,0,0.6954,0.6990,0.4325,0.5077,255.18,0,2571,2578,1942,0,3029,377,0,2121,1033,0,0,12596.60,97.20,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.70/0.65;education_culture:1.00/0.92;engineering_bay:0.74/0.40;life_support_habitat:1.00/0.60;medical_bay:1.00/0.55;security:0.49/0.00"
coronal_tap,preservers,combat,first-choice,50,14,32,4,0,0,0.8504,0.9874,1953,505,0.1488,73,0.4454,0.4800,0.0000,0.4027,568.08,92,3034,2514,1509,2881,604,409,0,781,649,1,1,12445.68,85.02,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.36/0.23;education_culture:1.00/0.94;engineering_bay:0.48/0.40;life_support_habitat:1.00/0.63;medical_bay:0.29/0.00;security:0.41/0.00"
coronal_tap,preservers,combat,objective-first,50,35,15,0,0,0,0.9142,1.0000,2608,10328,0.0601,96,0.4454,0.4900,0.0000,0.5077,345.00,0,3094,2477,1930,2786,490,388,0,649,224,0,0,22402.20,91.42,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.42/0.00;education_culture:1.00/0.95;engineering_bay:0.50/0.60;life_support_habitat:1.00/0.53;medical_bay:1.00/0.42;security:0.17/0.00"
coronal_tap,preservers,fuel,conservative,50,49,1,0,0,0,0.9593,1.0000,6605,11476,0.8573,0,0.6886,0.6990,0.3478,0.3988,308.50,0,3253,2363,1870,0,2782,389,0,2102,1241,0,0,12582.34,95.92,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.70/0.38;education_culture:1.00/0.97;engineering_bay:0.70/0.45;life_support_habitat:1.00/0.65;medical_bay:1.00/0.62;security:0.63/0.00"
coronal_tap,preservers,fuel,first-choice,50,11,37,2,0,0,0.8469,0.9676,2170,851,0.8500,46,0.4452,0.4800,0.0000,0.4112,570.70,96,3545,2321,1439,2591,535,396,0,866,862,3,3,12090.62,84.70,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.52/0.58;education_culture:0.71/0.01;engineering_bay:0.49/0.45;life_support_habitat:1.00/0.50;medical_bay:0.30/0.00;security:0.47/0.00"
coronal_tap,preservers,fuel,objective-first,50,24,26,0,0,0,0.8985,1.0000,6605,9998,0.8573,96,0.4454,0.4600,0.1029,0.4456,402.76,0,3680,2218,1727,2605,461,395,0,674,388,0,0,23433.94,89.88,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.31/0.15;education_culture:1.00/0.90;engineering_bay:0.50/0.60;life_support_habitat:1.00/0.48;medical_bay:0.96/0.42;security:0.42/0.00"
coronal_tap,preservers,speed,conservative,50,49,1,0,0,0,0.9563,1.0000,3955,11476,0.0000,0,0.6534,0.6765,0.3105,0.4707,322.94,0,3259,2324,1889,0,2725,363,0,2162,1531,0,0,12652.54,95.64,320.04,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.70/0.58;education_culture:1.00/0.85;engineering_bay:0.73/0.50;life_support_habitat:1.00/0.58;medical_bay:1.00/0.62;security:0.74/0.45"
coronal_tap,preservers,speed,first-choice,50,8,41,1,0,0,0.8420,0.9981,447,11,0.1016,74,0.4452,0.4600,0.1633,0.4112,619.00,95,3514,2278,1429,2653,551,390,0,868,1136,7,7,12389.32,84.20,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.51/0.58;education_culture:0.70/0.46;engineering_bay:0.48/0.40;life_support_habitat:1.00/0.74;medical_bay:0.23/0.00;security:0.41/0.00"
coronal_tap,preservers,speed,objective-first,50,23,27,0,0,0,0.8987,1.0000,3955,11270,0.0000,75,0.4454,0.5050,0.3315,0.5394,401.36,0,3619,2216,1756,2704,457,415,0,688,367,0,0,26689.74,89.80,320.08,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.29/0.00;education_culture:1.00/0.87;engineering_bay:0.48/0.60;life_support_habitat:1.00/0.58;medical_bay:1.00/0.42;security:0.11/0.00"
coronal_tap,preservers,starter,conservative,50,49,1,0,0,0,0.9587,1.0000,7942,11412,0.5180,0,0.6953,0.6955,0.1802,0.4648,313.46,0,3171,2409,1838,0,2772,370,0,2192,1684,0,0,12703.54,95.90,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.72/0.58;education_culture:1.00/0.95;engineering_bay:0.75/0.45;life_support_habitat:1.00/0.58;medical_bay:1.00/0.55;security:0.50/0.00"
coronal_tap,preservers,starter,first-choice,50,14,33,3,0,0,0.8523,0.9844,2464,0,0.1263,60,0.4454,0.4900,0.0000,0.4112,575.28,95,3574,2328,1398,2611,547,377,0,818,1270,3,3,12316.66,85.20,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.53/0.56;education_culture:0.63/0.24;engineering_bay:0.47/0.37;life_support_habitat:1.00/0.52;medical_bay:0.36/0.00;security:0.43/0.00"
coronal_tap,preservers,starter,objective-first,50,21,29,0,0,0,0.8969,1.0000,9630,10679,0.0000,93,0.4454,0.4900,0.1129,0.5087,397.70,0,3649,2219,1741,2679,452,385,0,644,400,0,0,27783.34,89.68,320.06,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.61/0.15;education_culture:1.00/0.90;engineering_bay:0.47/0.60;life_support_habitat:1.00/0.43;medical_bay:1.00/0.42;security:0.42/0.00"
coronal_tap,wanderers,cargo,conservative,50,50,0,0,0,0,0.9495,1.0000,3518,10639,0.2045,2,0.6956,0.6990,0.4826,0.5294,351.26,0,3128,2405,1867,0,2769,371,0,2095,1133,0,0,12583.44,94.94,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.70/0.58;education_culture:1.00/0.97;engineering_bay:0.75/0.50;life_support_habitat:1.00/0.64;medical_bay:1.00/0.57;security:0.48/0.00"
coronal_tap,wanderers,cargo,first-choice,50,5,42,3,0,0,0.8349,0.9870,0,0,0.0482,46,0.4453,0.4800,0.2061,0.4597,638.74,97,3625,2334,1388,2586,550,382,0,843,837,7,7,12027.42,83.42,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.56/0.36;education_culture:0.58/0.22;engineering_bay:0.47/0.48;life_support_habitat:1.00/0.67;medical_bay:0.23/0.00;security:0.44/0.00"
coronal_tap,wanderers,cargo,objective-first,50,21,29,0,0,0,0.8918,1.0000,3518,10382,0.0640,66,0.4454,0.4780,0.2774,0.5032,429.06,0,3531,2298,1718,2597,437,387,0,700,285,0,0,22809.84,89.18,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.12/0.00;education_culture:1.00/1.00;engineering_bay:0.53/0.60;life_support_habitat:1.00/0.53;medical_bay:1.00/0.47;security:0.52/0.30"
coronal_tap,wanderers,combat,conservative,50,50,0,0,0,0,0.9725,1.0000,2686,10197,0.3196,0,0.6954,0.6990,0.5212,0.5270,253.04,0,2461,2553,1845,0,3034,380,0,2151,1053,0,0,12587.10,97.26,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.71/0.60;education_culture:1.00/0.99;engineering_bay:0.74/0.55;life_support_habitat:1.00/0.63;medical_bay:1.00/0.57;security:0.17/0.00"
coronal_tap,wanderers,combat,first-choice,50,11,36,3,0,0,0.8499,0.9920,70,0,0.1482,76,0.4454,0.4600,0.0000,0.4610,576.60,91,2921,2546,1560,2789,628,402,0,802,852,9,9,12156.50,84.98,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.53/0.53;education_culture:0.70/0.23;engineering_bay:0.46/0.40;life_support_habitat:1.00/0.69;medical_bay:0.60/0.00;security:0.42/0.00"
coronal_tap,wanderers,combat,objective-first,50,30,20,0,0,0,0.9100,1.0000,2686,9621,0.0415,126,0.4453,0.4600,0.4772,0.5270,364.06,0,3049,2435,1841,2688,538,382,0,660,215,0,0,21950.70,90.98,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.38/0.00;education_culture:1.00/0.99;engineering_bay:0.46/0.60;life_support_habitat:1.00/0.48;medical_bay:1.00/0.47;security:0.48/0.00"
coronal_tap,wanderers,fuel,conservative,50,49,1,0,0,0,0.9532,1.0000,5422,10642,0.8653,0,0.6956,0.6970,0.4096,0.5294,335.36,0,3156,2413,1865,0,2758,381,0,2124,1199,0,0,12511.84,95.38,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.56/0.00;education_culture:1.00/0.92;engineering_bay:0.73/0.40;life_support_habitat:1.00/0.47;medical_bay:1.00/0.47;security:0.44/0.00"
coronal_tap,wanderers,fuel,first-choice,50,10,34,6,0,0,0.8234,0.9726,1321,825,0.8500,69,0.4454,0.4490,0.2117,0.4170,662.66,97,3519,2360,1344,2633,589,388,0,835,1009,1,1,11872.44,82.28,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.33/0.05;education_culture:0.53/0.00;engineering_bay:0.50/0.44;life_support_habitat:1.00/0.60;medical_bay:0.47/0.60;security:0.40/0.00"
coronal_tap,wanderers,fuel,objective-first,50,22,28,0,0,0,0.8984,1.0000,6713,9830,0.8653,76,0.4454,0.4900,0.4319,0.4475,412.80,0,3541,2247,1790,2628,460,388,0,694,382,0,0,22600.64,89.92,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.36/0.00;education_culture:1.00/0.95;engineering_bay:0.55/0.60;life_support_habitat:1.00/0.53;medical_bay:1.00/0.50;security:0.40/0.00"
coronal_tap,wanderers,speed,conservative,50,48,2,0,0,0,0.9552,1.0000,4153,10640,0.2045,2,0.6956,0.6990,0.4878,0.5294,328.72,0,3128,2401,1877,0,2773,380,0,2130,1540,0,0,12656.64,95.50,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.72/0.58;education_culture:1.00/0.99;engineering_bay:0.75/0.55;life_support_habitat:1.00/0.65;medical_bay:1.00/0.57;security:0.17/0.05"
coronal_tap,wanderers,speed,first-choice,50,10,38,2,0,0,0.8415,0.9991,1034,699,0.0482,12,0.4453,0.4510,0.0510,0.4170,626.36,94,3575,2346,1387,2645,551,381,0,872,1254,5,5,12434.38,84.16,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.50/0.41;education_culture:0.52/0.32;engineering_bay:0.47/0.40;life_support_habitat:1.00/0.59;medical_bay:0.34/0.00;security:0.46/0.00"
coronal_tap,wanderers,speed,objective-first,50,20,30,0,0,0,0.8890,1.0000,4153,10550,0.1164,78,0.4453,0.4960,0.0460,0.4285,438.54,0,3584,2242,1725,2637,437,380,0,725,371,0,0,26933.04,88.88,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.41/0.00;education_culture:1.00/0.95;engineering_bay:0.51/0.60;life_support_habitat:1.00/0.58;medical_bay:1.00/0.47;security:0.39/0.00"
coronal_tap,wanderers,starter,conservative,50,49,1,0,0,0,0.9587,1.0000,5336,10537,0.3852,0,0.6256,0.6790,0.4878,0.4861,311.64,0,3119,2400,1860,0,2815,386,0,2117,1659,0,0,12541.64,95.90,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.72/0.58;education_culture:1.00/0.93;engineering_bay:0.74/0.55;life_support_habitat:1.00/0.70;medical_bay:1.00/0.53;security:0.21/0.00"
coronal_tap,wanderers,starter,first-choice,50,11,36,3,0,0,0.8483,0.9861,351,0,0.1052,34,0.4453,0.4490,0.0481,0.4547,586.42,99,3505,2356,1391,2661,554,409,0,843,1388,10,10,12054.40,84.82,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.53/0.49;education_culture:0.63/0.43;engineering_bay:0.51/0.45;life_support_habitat:1.00/0.75;medical_bay:0.35/0.00;security:0.42/0.00"
coronal_tap,wanderers,starter,objective-first,50,21,29,0,0,0,0.8938,1.0000,9220,10221,0.1465,101,0.4453,0.4900,0.1492,0.4846,414.34,0,3527,2282,1780,2667,486,394,0,665,400,0,0,26706.24,89.42,320.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.05/0.00;education_culture:1.00/0.97;engineering_bay:0.50/0.64;life_support_habitat:1.00/0.55;medical_bay:0.97/0.50;security:0.40/0.00"
deep_vein_survey,adaptors,cargo,conservative,50,50,0,0,0,0,0.9811,1.0000,3396,9393,0.2164,48,0.6976,0.6990,0.6733,0.5142,198.56,0,2498,2836,2129,0,3327,425,0,1694,1201,0,0,13160.20,98.12,340.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.74/0.60;education_culture:1.00/0.97;engineering_bay:0.66/0.37;life_support_habitat:1.00/0.45;medical_bay:1.00/0.45;security:0.42/0.00"
deep_vein_survey,adaptors,cargo,first-choice,50,12,37,1,0,0,0.8516,0.9975,0,89,0.0357,73,0.4474,0.4600,0.4640,0.5463,579.70,93,2991,2779,1720,3059,648,418,0,567,773,13,13,12725.02,85.16,340.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.30/0.07;education_culture:0.28/0.08;engineering_bay:0.44/0.37;life_support_habitat:1.00/0.50;medical_bay:0.40/0.00;security:0.36/0.00"
deep_vein_survey,adaptors,cargo,objective-first,50,41,9,0,0,0,0.9253,1.0000,3396,8970,0.0000,117,0.4474,0.4495,0.6460,0.5557,303.44,0,2974,2677,2107,2964,619,442,0,459,282,0,0,24478.60,92.56,340.12,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.37/0.00;education_culture:1.00/0.92;engineering_bay:0.47/0.60;life_support_habitat:1.00/0.53;medical_bay:1.00/0.45;security:0.64/0.00"
